id,social-security-number,house-number,age-group,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country-code,native-country,label
26864,194332330.0,8031.0,1,private,188171.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,white,male,0,0,2,USA,united-states,0.0
10522,597688616.0,3353.0,3,private,28171.0,hs-grad,9.0,divorced,tech-support,not-in-family,white,male,2,0,2,USA,united-states,1.0
2688,364032802.0,8386.0,2,self-emp-not-inc,269509.0,hs-grad,9.0,divorced,sales,not-in-family,white,male,0,0,1,USA,united-states,0.0
1714,363303106.0,119.0,0,private,184756.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,female,0,0,2,USA,united-states,0.0
26908,504052752.0,4358.0,3,federal-gov,207540.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states,1.0
21781,171617121.0,1573.0,2,private,102318.0,assoc-voc,11.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
2059,743990008.0,8425.0,1,private,125791.0,bachelors,13.0,never-married,prof-specialty,other-relative,white,female,0,0,0,USA,united-states,0.0
13976,494120666.0,7714.0,0,private,189897.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,0,0,2,USA,united-states,0.0
6037,907549041.0,9375.0,3,private,192894.0,7th-8th,4.0,married-civ-spouse,farming-fishing,husband,black,male,0,0,1,USA,united-states,0.0
8523,584583374.0,1261.0,0,private,130849.0,11th,7.0,never-married,other-service,own-child,white,female,0,0,0,USA,united-states,0.0
3855,946229591.0,9980.0,1,private,238859.0,hs-grad,9.0,never-married,handlers-cleaners,other-relative,white,male,0,0,0,USA,united-states,0.0
15040,323289437.0,1315.0,1,private,83066.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,black,male,0,0,2,USA,united-states,0.0
8122,681292668.0,5822.0,1,private,156728.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,2,USA,united-states,0.0
7518,201046834.0,2963.0,0,local-gov,256356.0,some-college,10.0,never-married,prof-specialty,own-child,white,female,0,0,1,USA,united-states,0.0
21554,604404584.0,9769.0,1,state-gov,445824.0,masters,14.0,married-civ-spouse,prof-specialty,wife,white,female,0,0,3,USA,united-states,1.0
10907,902406788.0,3632.0,1,local-gov,178109.0,hs-grad,9.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,0.0
20019,640061818.0,5489.0,2,private,102945.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1.0
10080,938918420.0,4998.0,1,private,52199.0,hs-grad,9.0,married-spouse-absent,protective-serv,not-in-family,white,male,0,0,2,USA,united-states,0.0
8508,811627379.0,4140.0,2,private,112576.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states,0.0
22236,101211711.0,2541.0,1,self-emp-inc,120126.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,2,2,USA,united-states,1.0
7580,954140620.0,9029.0,2,local-gov,96524.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
14936,709993183.0,1202.0,2,private,143486.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,2,0,3,USA,united-states,1.0
19803,146266457.0,6038.0,1,private,64940.0,some-college,10.0,never-married,other-service,own-child,white,female,0,0,1,USA,united-states,0.0
20579,444617067.0,6783.0,1,state-gov,332379.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
7845,858282333.0,5529.0,2,local-gov,224947.0,bachelors,13.0,never-married,prof-specialty,unmarried,white,male,0,0,2,USA,united-states,0.0
18548,575666916.0,7320.0,0,private,145651.0,some-college,10.0,never-married,sales,own-child,black,female,0,0,0,USA,united-states,0.0
12081,106005378.0,9162.0,1,,143582.0,hs-grad,9.0,married-spouse-absent,,not-in-family,asian-pac-islander,female,0,0,2,TWN,taiwan,0.0
26478,235433597.0,2832.0,0,private,148187.0,11th,7.0,never-married,other-service,other-relative,white,male,0,0,2,USA,united-states,0.0
2818,375367921.0,1191.0,4,,181063.0,10th,6.0,widowed,,not-in-family,white,female,0,0,1,USA,united-states,0.0
13974,927906727.0,4320.0,2,private,352005.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,4,0,2,USA,united-states,1.0
950,667254293.0,9306.0,0,private,94826.0,5th-6th,3.0,never-married,craft-repair,own-child,white,male,0,0,2,GTM,guatemala,0.0
5362,336495957.0,1208.0,1,private,113129.0,assoc-acdm,12.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1.0
16490,349658314.0,8386.0,3,private,,masters,14.0,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,4,0,2,,,1.0
18912,410970879.0,511.0,0,private,29302.0,some-college,10.0,never-married,other-service,own-child,white,female,0,0,2,,,0.0
20937,483577101.0,5906.0,4,self-emp-not-inc,206682.0,some-college,10.0,married-civ-spouse,prof-specialty,husband,white,male,0,2,1,USA,united-states,0.0
13788,946016348.0,1086.0,4,private,170815.0,some-college,10.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,0.0
23130,464399834.0,7230.0,2,local-gov,189614.0,some-college,10.0,married-civ-spouse,adm-clerical,wife,white,female,0,0,2,USA,united-states,0.0
24053,797440199.0,3385.0,2,private,122215.0,hs-grad,9.0,widowed,prof-specialty,not-in-family,white,male,0,0,2,USA,united-states,1.0
19316,813272428.0,7391.0,3,self-emp-not-inc,73493.0,some-college,10.0,separated,exec-managerial,not-in-family,white,female,0,0,3,USA,united-states,0.0
6385,771407492.0,792.0,3,private,263439.0,bachelors,13.0,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,2,USA,united-states,0.0
14623,523526554.0,6388.0,0,private,204536.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,0,0,1,USA,united-states,0.0
1639,975699103.0,1219.0,2,private,149653.0,hs-grad,9.0,divorced,other-service,unmarried,white,female,0,0,2,USA,united-states,0.0
5200,479282296.0,1043.0,3,private,141663.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states,1.0
14019,420081827.0,7398.0,2,private,198751.0,hs-grad,9.0,divorced,handlers-cleaners,not-in-family,asian-pac-islander,male,0,0,2,VNM,vietnam,0.0
27732,442388202.0,4323.0,3,state-gov,27802.0,assoc-acdm,12.0,married-civ-spouse,tech-support,husband,white,male,0,0,2,USA,united-states,1.0
6451,390580413.0,9084.0,3,self-emp-not-inc,275845.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,0.0
11968,757658806.0,2396.0,3,self-emp-not-inc,131091.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,3,2,USA,united-states,1.0
16995,789506884.0,649.0,1,private,93662.0,some-college,10.0,divorced,prof-specialty,unmarried,white,female,0,0,1,USA,united-states,0.0
19346,488430077.0,3397.0,2,private,82699.0,prof-school,15.0,divorced,prof-specialty,not-in-family,black,female,4,0,4,USA,united-states,1.0
21063,234810899.0,4983.0,1,private,194901.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states,0.0
15977,403882191.0,8527.0,3,self-emp-inc,55139.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
14808,662971427.0,6489.0,2,self-emp-not-inc,37778.0,masters,14.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,4,USA,united-states,0.0
19080,899988561.0,3303.0,0,private,197767.0,some-college,10.0,never-married,sales,not-in-family,black,female,0,0,2,USA,united-states,0.0
7316,687011476.0,484.0,0,private,98281.0,12th,8.0,never-married,handlers-cleaners,unmarried,white,male,0,0,2,USA,united-states,0.0
1965,694933920.0,4835.0,0,private,73266.0,some-college,10.0,never-married,transport-moving,own-child,asian-pac-islander,male,0,0,2,USA,united-states,0.0
13755,497892960.0,2941.0,1,private,108775.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
24209,297180995.0,8064.0,3,self-emp-not-inc,127149.0,11th,7.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,2,USA,united-states,1.0
24273,187940548.0,5829.0,1,private,257405.0,5th-6th,3.0,never-married,farming-fishing,unmarried,black,male,0,0,2,MEX,mexico,0.0
17782,472279642.0,6361.0,2,private,406603.0,hs-grad,9.0,never-married,other-service,not-in-family,white,male,0,0,0,IRN,iran,0.0
2025,651212831.0,305.0,2,private,143771.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
15258,122144738.0,3299.0,0,private,181580.0,11th,7.0,never-married,other-service,own-child,white,female,0,0,0,USA,united-states,0.0
15506,178593320.0,834.0,2,self-emp-inc,188615.0,11th,7.0,married-civ-spouse,exec-managerial,husband,white,male,4,0,0,USA,united-states,1.0
27844,380302987.0,3444.0,4,federal-gov,161926.0,hs-grad,9.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,0,USA,united-states,0.0
11761,537452096.0,2635.0,0,private,146178.0,hs-grad,9.0,separated,adm-clerical,other-relative,white,male,0,0,3,USA,united-states,0.0
16297,467255853.0,7978.0,0,private,230126.0,assoc-acdm,12.0,married-civ-spouse,other-service,husband,white,male,0,0,2,USA,united-states,0.0
4963,125986126.0,2374.0,4,local-gov,198145.0,masters,14.0,married-civ-spouse,protective-serv,husband,white,male,0,0,0,USA,united-states,1.0
4127,446515009.0,9103.0,2,self-emp-not-inc,180599.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,0,0,1,USA,united-states,0.0
10573,377173325.0,8265.0,1,private,204704.0,bachelors,13.0,never-married,exec-managerial,unmarried,white,female,0,0,2,USA,united-states,1.0
24830,117007059.0,1923.0,0,,454614.0,11th,7.0,never-married,,own-child,white,female,0,0,0,USA,united-states,0.0
7681,180525550.0,1001.0,0,private,117210.0,bachelors,13.0,never-married,exec-managerial,own-child,white,male,0,0,2,USA,united-states,0.0
17766,947175141.0,2249.0,4,self-emp-inc,208018.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
2928,277798085.0,5022.0,1,private,101562.0,masters,14.0,never-married,exec-managerial,not-in-family,white,female,0,0,2,USA,united-states,0.0
18638,668157008.0,6533.0,2,private,278151.0,hs-grad,9.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,0.0
1790,277909957.0,2437.0,3,self-emp-inc,229737.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,4,0,2,USA,united-states,1.0
6954,612820423.0,7176.0,0,private,235829.0,some-college,10.0,never-married,adm-clerical,own-child,white,female,0,0,2,USA,united-states,0.0
23730,511128524.0,2116.0,3,state-gov,56841.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
16139,734818098.0,3141.0,1,local-gov,240504.0,some-college,10.0,married-civ-spouse,protective-serv,husband,black,male,0,3,3,USA,united-states,1.0
13988,387755946.0,7807.0,2,private,225172.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
15065,625139097.0,2486.0,4,self-emp-not-inc,132925.0,masters,14.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
7026,111923071.0,7093.0,0,private,97054.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,0.0
14187,647159052.0,5523.0,2,state-gov,144928.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1.0
6707,579768217.0,7553.0,1,private,366219.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,black,male,0,2,3,USA,united-states,1.0
17148,547854533.0,8823.0,2,private,154571.0,some-college,10.0,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,2,,,0.0
14305,246543012.0,5968.0,3,self-emp-not-inc,111066.0,bachelors,13.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states,1.0
1593,925306965.0,5029.0,4,private,255822.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
15947,296210407.0,6441.0,3,self-emp-not-inc,294671.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1.0
4383,524760256.0,5369.0,3,private,149784.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,,0,2,USA,united-states,1.0
7527,426940783.0,9042.0,3,private,185407.0,assoc-voc,11.0,married-civ-spouse,tech-support,husband,white,male,0,0,2,USA,united-states,1.0
700,934891899.0,1477.0,4,,68461.0,doctorate,16.0,married-civ-spouse,,husband,amer-indian-eskimo,male,0,0,2,USA,united-states,1.0
22396,234907475.0,7378.0,1,self-emp-inc,175761.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states,1.0
12351,995445020.0,7683.0,3,private,128432.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,0,0,2,USA,united-states,0.0
16257,540610968.0,2665.0,4,private,372181.0,hs-grad,9.0,divorced,sales,unmarried,white,female,0,0,2,USA,united-states,1.0
16887,582423670.0,6455.0,1,private,147258.0,some-college,10.0,never-married,machine-op-inspct,not-in-family,white,male,0,3,2,USA,united-states,0.0
11377,867805844.0,4061.0,1,private,110145.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states,0.0
4029,366409431.0,9760.0,2,private,53930.0,10th,6.0,never-married,craft-repair,not-in-family,black,male,0,0,2,,,0.0
19287,109884172.0,1259.0,2,private,144067.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
10614,484636608.0,2373.0,1,self-emp-not-inc,151382.0,hs-grad,9.0,never-married,farming-fishing,own-child,white,male,0,0,2,USA,united-states,0.0
764,468302888.0,2582.0,1,self-emp-not-inc,118523.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states,0.0
3116,359274533.0,8494.0,3,local-gov,186303.0,some-college,10.0,married-civ-spouse,protective-serv,husband,white,male,0,2,2,USA,united-states,1.0
24663,138265071.0,2254.0,0,private,126613.0,bachelors,13.0,never-married,prof-specialty,own-child,white,female,0,0,0,USA,united-states,0.0
4342,890812801.0,7301.0,3,self-emp-not-inc,27539.0,some-college,10.0,married-civ-spouse,farming-fishing,husband,white,male,3,0,2,USA,united-states,1.0
758,838350588.0,8702.0,4,private,162825.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
18043,632465675.0,8337.0,2,self-emp-inc,348886.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
6598,143499681.0,8251.0,1,private,248754.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,0.0
10923,641109393.0,4998.0,2,private,118001.0,11th,7.0,never-married,machine-op-inspct,not-in-family,black,male,0,0,2,USA,united-states,0.0
27858,195797251.0,802.0,1,self-emp-not-inc,114419.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states,0.0
21066,382244655.0,4694.0,1,private,202046.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,CAN,canada,0.0
38,659796916.0,3105.0,2,private,278924.0,bachelors,13.0,never-married,farming-fishing,not-in-family,white,male,0,0,2,USA,united-states,0.0
3613,350971555.0,8517.0,1,private,235271.0,some-college,10.0,never-married,machine-op-inspct,own-child,white,male,0,0,4,USA,united-states,1.0
9647,888721334.0,8399.0,1,private,261504.0,hs-grad,9.0,married-spouse-absent,transport-moving,other-relative,white,female,0,0,2,DOM,dominican-republic,0.0
19138,543990523.0,1343.0,0,,60639.0,some-college,10.0,never-married,other-service,not-in-family,white,female,0,0,2,USA,united-states,0.0
11853,752283831.0,5491.0,0,private,124111.0,bachelors,13.0,never-married,sales,own-child,white,female,0,0,2,,,0.0
24572,860941884.0,1422.0,1,federal-gov,190228.0,bachelors,13.0,married-civ-spouse,protective-serv,husband,white,male,0,3,3,USA,united-states,1.0
5274,759827082.0,6360.0,0,private,194891.0,assoc-voc,11.0,never-married,exec-managerial,not-in-family,white,female,0,0,2,USA,united-states,0.0
15948,633919453.0,7779.0,0,private,140414.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
7203,171771107.0,250.0,2,private,286789.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
2894,772407438.0,3036.0,1,private,207568.0,10th,6.0,never-married,other-service,own-child,white,male,0,0,2,USA,united-states,0.0
5046,732265255.0,8085.0,0,private,517036.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,female,0,0,2,SLV,el-salvador,0.0
23779,275570010.0,5408.0,3,private,114032.0,some-college,10.0,married-civ-spouse,tech-support,husband,white,male,0,2,2,USA,united-states,1.0
4587,279643424.0,1852.0,3,,124963.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
19787,157359871.0,3124.0,2,local-gov,108540.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
16207,109248260.0,7580.0,2,private,144925.0,some-college,10.0,divorced,machine-op-inspct,not-in-family,white,male,1,0,2,USA,united-states,0.0
13589,827108551.0,5488.0,2,self-emp-inc,78374.0,masters,14.0,divorced,,unmarried,asian-pac-islander,female,0,0,2,USA,united-states,0.0
9245,112515085.0,6802.0,0,private,279041.0,some-college,10.0,never-married,handlers-cleaners,own-child,black,male,0,0,0,USA,united-states,0.0
26015,948754962.0,5869.0,2,private,188069.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
13120,794727242.0,689.0,0,private,136226.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,0,0,2,USA,united-states,0.0
14736,934488787.0,146.0,3,private,197399.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,4,0,3,USA,united-states,1.0
8698,457684036.0,2245.0,0,private,221745.0,some-college,10.0,divorced,machine-op-inspct,own-child,white,female,0,0,2,USA,united-states,0.0
27442,351534691.0,1863.0,4,self-emp-not-inc,356067.0,masters,14.0,never-married,sales,not-in-family,white,male,0,0,0,USA,united-states,0.0
14048,110531358.0,3142.0,1,private,35032.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
7572,979940522.0,4992.0,2,private,187376.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1.0
6301,149497927.0,1143.0,2,private,179481.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
21013,543664145.0,7314.0,0,,114813.0,10th,6.0,separated,,unmarried,white,female,0,0,2,USA,united-states,0.0
24569,934460047.0,2222.0,0,private,236696.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,male,0,0,2,USA,united-states,0.0
2807,970651191.0,5638.0,2,private,237943.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,3,2,USA,united-states,1.0
21198,425056283.0,7041.0,1,local-gov,116662.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,0.0
21263,262749825.0,7038.0,2,private,194636.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,0.0
12524,306853353.0,7635.0,1,private,147951.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
8496,719249338.0,3721.0,1,private,180299.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states,0.0
17747,865892572.0,2285.0,3,private,664821.0,bachelors,13.0,married-civ-spouse,other-service,husband,white,male,0,0,2,SLV,el-salvador,0.0
12648,524339960.0,7674.0,4,local-gov,113443.0,masters,14.0,divorced,prof-specialty,not-in-family,white,female,4,0,1,USA,united-states,1.0
13742,423508101.0,1562.0,3,private,267205.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,,,1.0
9178,396524328.0,7679.0,1,private,158397.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,white,male,0,0,2,USA,united-states,0.0
26511,893400492.0,9272.0,0,self-emp-not-inc,210165.0,some-college,10.0,never-married,craft-repair,not-in-family,white,male,0,0,2,USA,united-states,0.0
26171,932496541.0,1070.0,2,private,123557.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,0.0
23919,679791798.0,6799.0,3,private,237868.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
252,985298754.0,1478.0,1,private,65078.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
6860,859238107.0,6809.0,1,private,93034.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,2,LAO,laos,0.0
5082,993214747.0,9479.0,0,state-gov,73009.0,some-college,10.0,never-married,adm-clerical,own-child,white,male,0,0,0,USA,united-states,0.0
511,690299466.0,3527.0,2,private,103233.0,bachelors,13.0,never-married,adm-clerical,unmarried,black,female,0,0,2,USA,united-states,0.0
27702,794440628.0,9757.0,3,state-gov,108836.0,bachelors,13.0,married-civ-spouse,protective-serv,husband,white,male,0,0,3,USA,united-states,1.0
15039,181463282.0,6324.0,0,,138153.0,some-college,10.0,never-married,,own-child,white,female,0,0,0,USA,united-states,0.0
12348,490749967.0,4008.0,2,private,163215.0,bachelors,13.0,divorced,exec-managerial,not-in-family,white,female,4,0,2,USA,united-states,1.0
17634,549632921.0,4893.0,1,private,103596.0,hs-grad,9.0,never-married,protective-serv,not-in-family,white,male,0,0,4,USA,united-states,0.0
3333,186535205.0,1907.0,3,private,194501.0,11th,7.0,widowed,other-service,own-child,white,female,0,0,3,USA,united-states,0.0
25157,858251945.0,961.0,2,private,255348.0,some-college,10.0,divorced,exec-managerial,not-in-family,white,female,0,0,2,USA,united-states,0.0
13408,331442343.0,5405.0,2,private,70645.0,preschool,1.0,never-married,other-service,not-in-family,white,female,0,0,0,USA,united-states,0.0
8405,774259717.0,2033.0,4,private,,some-college,10.0,divorced,craft-repair,not-in-family,white,male,1,0,2,USA,united-states,0.0
13437,931329433.0,9100.0,2,private,239683.0,10th,6.0,married-civ-spouse,craft-repair,husband,white,male,0,0,1,,,0.0
15780,330043810.0,1536.0,3,self-emp-inc,142020.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,4,USA,united-states,0.0
9060,684813843.0,1265.0,4,private,105252.0,some-college,10.0,divorced,adm-clerical,not-in-family,white,male,3,0,1,USA,united-states,0.0
750,938163138.0,3854.0,2,private,203763.0,doctorate,16.0,divorced,prof-specialty,unmarried,white,female,0,0,4,USA,united-states,0.0
15561,133697321.0,9642.0,3,private,106662.0,bachelors,13.0,separated,sales,not-in-family,white,male,4,0,3,USA,united-states,1.0
22367,826386870.0,1547.0,2,private,54202.0,bachelors,13.0,never-married,sales,not-in-family,white,male,4,0,3,USA,united-states,1.0
2348,671418879.0,5304.0,1,self-emp-inc,184655.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,0,0,4,USA,united-states,0.0
6074,988681451.0,2533.0,0,private,39477.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,white,male,0,0,2,USA,united-states,0.0
19291,330452684.0,5356.0,1,private,345705.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,3,3,USA,united-states,1.0
8934,135762887.0,8093.0,3,private,68898.0,assoc-voc,11.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,0.0
26955,164835554.0,3282.0,1,private,220066.0,some-college,10.0,never-married,sales,not-in-family,white,female,0,0,2,USA,united-states,0.0
20375,490021922.0,8921.0,1,private,259931.0,11th,7.0,separated,machine-op-inspct,other-relative,white,male,0,0,1,USA,united-states,0.0
10842,948789687.0,4981.0,2,self-emp-not-inc,222204.0,some-college,10.0,divorced,other-service,not-in-family,white,female,1,0,2,USA,united-states,0.0
21921,692430330.0,1660.0,0,private,118352.0,some-college,10.0,never-married,other-service,own-child,white,female,0,0,0,USA,united-states,0.0
17324,143528773.0,9665.0,4,private,199934.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
27066,733171142.0,6422.0,2,private,204501.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
6940,636372061.0,2761.0,0,private,180795.0,some-college,10.0,never-married,sales,own-child,white,female,0,0,2,USA,united-states,0.0
20998,586930662.0,2541.0,2,self-emp-inc,286750.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,black,male,0,0,4,USA,united-states,1.0
21580,561877595.0,9300.0,3,private,106255.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
13103,102051566.0,5921.0,2,private,115849.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,0,2,USA,united-states,0.0
1465,443780960.0,5988.0,1,private,209301.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,2,2,USA,united-states,1.0
13215,501743476.0,6066.0,3,self-emp-not-inc,181307.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,4,0,4,USA,united-states,1.0
14504,810016067.0,1602.0,1,private,464621.0,some-college,10.0,never-married,farming-fishing,own-child,amer-indian-eskimo,male,0,0,2,USA,united-states,0.0
26459,995727311.0,1084.0,3,private,197975.0,5th-6th,3.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,0.0
2390,752693547.0,3748.0,2,private,81232.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,,,1.0
24250,954113739.0,1831.0,0,private,106943.0,11th,7.0,never-married,sales,own-child,white,female,0,0,0,USA,united-states,0.0
12838,509529031.0,6186.0,1,self-emp-not-inc,151868.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,2,0,4,USA,united-states,0.0
21319,336643151.0,3681.0,1,private,287658.0,assoc-acdm,12.0,never-married,transport-moving,not-in-family,black,male,0,0,1,JAM,jamaica,0.0
14652,531441031.0,238.0,3,self-emp-not-inc,157486.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,2,0,2,USA,united-states,1.0
8573,555863984.0,9045.0,0,private,180039.0,12th,8.0,never-married,sales,own-child,white,female,0,0,0,USA,united-states,0.0
24448,197994260.0,2465.0,3,private,177942.0,hs-grad,9.0,married-civ-spouse,adm-clerical,wife,white,female,0,0,2,USA,united-states,1.0
5297,703745632.0,1710.0,3,private,177775.0,hs-grad,9.0,divorced,exec-managerial,not-in-family,white,female,0,0,2,USA,united-states,0.0
24115,965660713.0,1135.0,3,private,98524.0,5th-6th,3.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,0.0
18597,477309167.0,6406.0,0,state-gov,319303.0,some-college,10.0,divorced,other-service,unmarried,white,male,0,4,2,USA,united-states,1.0
15079,936965855.0,7495.0,3,private,548580.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,GTM,guatemala,0.0
24730,686752495.0,3229.0,1,private,30290.0,hs-grad,9.0,never-married,machine-op-inspct,not-in-family,white,female,0,0,2,USA,united-states,0.0
662,711763963.0,5613.0,3,private,216934.0,bachelors,13.0,divorced,adm-clerical,not-in-family,white,male,0,0,2,PRT,portugal,0.0
